"period","stateid","price","sales"
"2023-01","LA",9.85,"7697.78415"
"2023-01","MA",25.44,"4379.15247"
"2023-01","MAT",15.79,"30502.56747"
"2023-01","MD",15.01,"5074.9606"
"2023-01","ME",18.83,"1066.95236"
"2023-01","MI",13.54,"8335.36811"
"2023-01","MN",11.33,"5908.23384"
"2023-01","MO",9.43,"7106.52358"
"2023-01","MS",11.14,"4026.30312"
"2023-01","MT",11.54,"1508.70694"
"2023-01","MTN",10.64,"24239.76638"
"2023-01","NC",10.64,"10949.09564"
"2023-01","ND",8.32,"2400.29549"
"2023-01","NE",8.29,"2964.33001"
"2023-01","NEW",24.3,"9774.91871"
"2023-01","NH",26.25,"940.20988"
"2023-01","NJ",14.7,"5863.57077"
"2023-01","NM",9.26,"2317.95795"
"2023-01","NV",13.47,"2881.42677"
"2023-01","NY",18.97,"11907.8577"
"2023-01","OH",10.96,"12720.49902"
"2023-01","OK",8.8,"5664.56382"
"2023-01","OR",10.36,"5349.37177"
"2023-01","PA",13.32,"12731.139"
"2023-01","PACC",17.52,"34726.2835"
"2023-01","PACN",32.66,"1318.02461"
"2023-01","RI",23.67,"616.16453"
"2023-01","SAT",12.01,"68678.70331"
"2023-01","SC",10.75,"6818.25852"
"2023-01","SD",10.04,"1261.54536"
"2023-01","TN",10.9,"8823.2785"
"2023-01","TX",10.03,"37492.52562"
"2023-01","US",12.68,"325414.64493"
"2023-01","UT",8.77,"2758.48599"
"2023-01","VA",11.53,"10969.7631"
"2023-01","VT",17.2,"496.07021"
"2023-01","WA",9.55,"8872.20498"
"2023-01","WI",12.33,"5978.75775"
"2023-01","WNC",9.67,"28118.94116"
"2023-01","WSC",9.84,"55054.03107"
"2023-01","WV",10.05,"2945.15055"
"2023-01","WY",8.05,"1522.11188"
"2024-12","AK",20.98,"565.58508"
"2024-12","AL",11.93,"7139.53168"
"2024-12","AR",9.26,"3971.57831"
"2024-12","AZ",12.23,"6127.90648"
"2024-12","CA",25.12,"20168.89221"
"2024-12","CO",11.83,"4671.8176"
"2024-12","CT",25.5,"2433.87082"
"2024-12","DC",17.5,"959.14998"
"2024-12","DE",14.12,"1047.10089"
"2024-12","ENC",12.17,"47165.20912"
"2024-12","ESC",11.26,"25630.7295"
"2024-12","FL",12.49,"18173.17664"
"2024-12","GA",11.25,"12259.68456"
"2024-12","HI",37.22,"758.60255"
"2024-12","IA",8.83,"4864.9786"
"2024-12","ID",9.04,"2224.85341"
"2024-12","IL",12.26,"11456.07651"
"2024-12","IN",11.32,"8462.90815"
"2024-12","KS",10.88,"3279.05135"
"2024-12","KY",10.48,"6303.46684"
"2024-12","LA",8.48,"7619.18226"
"2024-12","MA",25.52,"4295.16873"
"2024-12","MAT",16.27,"30690.56139"
"2024-12","MD",15.65,"5574.6513"
"2024-12","ME",21.37,"910.54452"
"2024-12","MI",13.9,"8216.34272"
"2024-12","MN",11.42,"5757.98974"
"2024-12","MO",10.16,"6727.64164"
"2024-12","MS",10.96,"3761.5686"
"2024-12","MT",10.51,"1389.5375"
"2024-12","MTN",10.72,"24152.25106"
"2024-12","NC",11.67,"11713.43411"
"2024-12","ND",7.77,"2761.6314"
"2024-12","NE",8.57,"3099.00088"
"2024-12","NEW",24.28,"9642.59747"
"2024-12","NH",21.26,"958.08428"
"2024-12","NJ",16.2,"6243.15006"
"2024-12","NM",8.95,"2551.3723"
"2024-12","NV",10.41,"2895.39883"
"2024-12","NY",19.81,"12016.26925"
"2024-12","OH",11.56,"13123.59469"
"2024-12","OK",8.62,"5750.96838"
"2024-12","OR",11.05,"5547.35622"
"2024-12","PA",12.89,"12431.14208"
"2024-12","PACC",19.1,"34360.21712"
"2024-12","PACN",30.28,"1324.18762"
"2024-12","RI",24.08,"539.72046"
"2024-12","SAT",12.01,"72047.04835"
"2024-12","SC",10.86,"7039.35429"
"2024-12","SD",10.82,"1219.92093"
"2024-12","TN",11.41,"8426.16238"
"2024-12","TX",9.62,"38122.95069"
"2024-12","US",12.82,"328187.69582"
"2024-12","UT",9.79,"2793.5689"
"2024-12","VA",10.94,"12186.84063"
"2024-12","VT",19,"505.20866"
"2024-12","WA",10.21,"8643.9687"
"2024-12","WI",12.14,"5906.28704"
"2024-12","WNC",9.89,"27710.21454"
"2024-12","WSC",9.33,"55464.67964"
"2024-12","WV",11.25,"3093.65594"
"2024-12","WY",9.11,"1497.79605"
"2024-11","AK",22.36,"520.04648"
"2024-11","AL",11.72,"6337.48909"
"2024-11","AR",9.43,"3561.98229"
"2024-11","AZ",12.12,"5898.75612"
"2024-11","CA",24.45,"18143.79992"
"2024-11","CO",11.82,"4377.11236"
"2024-11","CT",25.07,"2015.69808"
"2024-11","DC",17.16,"689.18054"
"2024-11","DE",13.92,"767.00185"
"2024-11","ENC",12.02,"41650.01115"
"2024-11","ESC",11.05,"22494.38215"
"2024-11","FL",12.48,"18897.45894"
"2024-11","GA",10.96,"10824.98391"
"2024-11","HI",35.27,"768.44958"
"2024-11","IA",8.72,"4359.97025"
"2024-11","ID",9.39,"1963.64993"
"2024-11","IL",12.1,"9953.48221"
"2024-11","IN",11.6,"7438.01165"
"2024-11","KS",11.02,"2972.0405"
"2024-11","KY",10.2,"5410.94672"
"2024-11","LA",8.26,"7471.69958"
"2024-11","MA",24.06,"3782.90682"
"2024-11","MAT",15.69,"25940.06877"
"2024-11","MD",15.23,"4192.81904"
"2024-11","ME",20.19,"844.49618"
"2024-11","MI",13.52,"7464.25723"
"2024-11","MN",11.66,"5046.63561"
"2024-11","MO",10.29,"5468.78716"
"2024-11","MS",11.02,"3536.89299"
"2024-11","MT",10.43,"1203.70813"
"2024-11","MTN",10.72,"22696.69093"
"2024-11","NC",11.89,"9903.58207"
"2024-11","ND",7.71,"2592.47984"
"2024-11","NE",8.69,"2639.72632"
"2024-11","NEW",23.92,"8371.35769"
"2024-11","NH",20.91,"836.55549"
"2024-11","NJ",16.19,"4944.41668"
"2024-11","NM",8.78,"2456.70729"
"2024-11","NV",10.26,"2728.33235"
"2024-11","NY",18.86,"10336.89858"
"2024-11","OH",11.18,"11565.45551"
"2024-11","OK",8.52,"5165.0083"
"2024-11","OR",11.2,"4976.86382"
"2024-11","PA",12.39,"10658.75352"
"2024-11","PACC",18.91,"30401.04921"
"2024-11","PACN",30.06,"1288.49606"
"2024-11","RI",32.75,"490.3922"
"2024-11","SAT",11.83,"64379.17973"
"2024-11","SC",11.04,"6085.59773"
"2024-11","SD",11,"1069.86311"
"2024-11","TN",11.1,"7209.05335"
"2024-11","TX",9.5,"38226.61402"
"2024-11","US",12.57,"295796.04266"
"2024-11","UT",9.81,"2674.38771"
"2024-11","VA",10.2,"10465.37489"
"2024-11","VT",20.16,"401.30893"
"2024-11","WA",10.35,"7280.38547"
"2024-11","WI",12.18,"5228.80456"
"2024-11","WNC",9.96,"24149.50278"
"2024-11","WSC",9.23,"54425.30419"
"2024-11","WV",11.4,"2553.18078"
"2024-11","WY",9.55,"1394.03706"
"2024-10","AK",22.51,"489.65769"
"2024-10","AL",11.83,"6778.1391"
"2024-10","AR",9.65,"3899.90975"
"2024-10","AZ",12.72,"7662.07442"
"2024-10","CA",27.85,"21974.12401"
"2024-10","CO",11.89,"4468.04493"
"2024-10","CT",25.2,"1997.47857"
"2024-10","DC",17.11,"718.91288"
"2024-10","DE",13.98,"778.44341"
"2024-10","ENC",12.07,"42155.3898"
"2024-10","ESC",10.89,"24254.1671"
"2024-10","FL",12.54,"21184.25103"
"2024-10","GA",10.82,"11677.29724"
"2024-10","HI",36.11,"804.29887"
"2024-10","IA",8.72,"4364.20583"
"2024-10","ID",9.1,"1897.46744"
"2024-10","IL",12.37,"10058.19285"
"2024-10","IN",11.36,"7435.70809"
"2024-10","KS",10.96,"3147.14811"
"2024-10","KY",9.97,"5625.89295"
"2024-10","LA",8.71,"7881.23086"
"2024-10","MA",23.59,"3832.56769"
"2024-10","MAT",15.88,"26541.40225"
"2024-10","MD",15.32,"4092.80197"
"2024-10","ME",19.99,"868.60378"
"2024-10","MI",13.73,"7541.62371"
"2024-10","MN",12.2,"5085.03096"
"2024-10","MO",10.18,"5626.38339"
"2024-10","MS",10.77,"3959.90063"
"2024-10","MT",10.93,"1140.53671"
"2024-10","MTN",11.09,"25177.00373"
"2024-10","NC",11.93,"10186.59049"
"2024-10","ND",7.69,"2406.45617"
"2024-10","NE",8.72,"2780.16937"
"2024-10","NEW",23.07,"8505.68378"
"2024-10","NH",20.98,"813.75756"
"2024-10","NJ",15.75,"5371.3605"
"2024-10","NM",8.66,"2537.25859"
"2024-10","NV",10.64,"3336.0083"
"2024-10","NY",19.72,"10525.70076"
"2024-10","OH",11.23,"11790.65218"
"2024-10","OK",9.79,"5793.29233"
"2024-10","OR",11.09,"4673.96375"
"2024-10","PA",12.16,"10644.34099"
"2024-10","PACC",21.89,"33621.30594"
"2024-10","PACN",30.96,"1293.95656"
"2024-10","RI",22.83,"576.07717"
"2024-10","SAT",11.89,"67997.2003"
"2024-10","SC",11.15,"6474.93346"
"2024-10","SD",11.05,"1039.33656"
"2024-10","TN",10.79,"7890.23441"
"2024-10","TX",9.72,"44332.70894"
"2024-10","US",12.96,"315901.9817"
"2024-10","UT",10.14,"2827.3576"
"2024-10","VA",10.51,"10380.69041"
"2024-10","VT",18.9,"417.19902"
"2024-10","WA",10.34,"6973.21818"
"2024-10","WI",12.03,"5329.21296"
"2024-10","WNC",10.07,"24448.73039"
"2024-10","WSC",9.59,"61907.14187"
"2024-10","WV",11.1,"2503.27942"
"2024-10","WY",9.68,"1308.25574"
"2024-09","AK",22.14,"460.67017"
"2024-09","AL",12.09,"7517.11757"
"2024-09","AR",9.9,"4537.38412"
"2024-09","AZ",12.97,"9046.81055"
"2024-09","CA",29.19,"23016.12769"
"2024-09","CO",12.7,"4905.76341"
"2024-09","CT",27.01,"2109.36708"
"2024-09","DC",16.49,"853.03366"
"2024-09","DE",13.53,"960.61356"
"2024-09","ENC",12.29,"46111.84054"
"2024-09","ESC",11.02,"27510.73865"
"2024-09","FL",12.36,"24602.82704"
"2024-09","GA",11.05,"12588.71053"
"2024-09","HI",36.3,"807.45185"
"2024-09","IA",10.07,"4514.40326"
"2024-09","ID",10.01,"2104.06565"
"2024-09","IL",12.47,"11201.85112"
"2024-09","IN",11.25,"8419.82942"
"2024-09","KS",11.68,"3546.10861"
"2024-09","KY",9.76,"6179.18471"
"2024-09","LA",9.09,"9041.20854"
"2024-09","MA",23.76,"3932.09391"
"2024-09","MAT",16.58,"29325.09021"
"2024-09","MD",15.24,"4434.74253"
"2024-09","ME",19.85,"955.86149"
"2024-09","MI",14.33,"8194.69469"
"2024-09","MN",12.9,"5386.79625"
"2024-09","MO",12.48,"6417.3675"
"2024-09","MS",10.9,"4527.87894"
"2024-09","MT",10.89,"1174.85952"
"2024-09","MTN",11.78,"27933.54008"
"2024-09","NC",12.1,"11033.36508"
"2024-09","ND",7.85,"2393.70198"
"2024-09","NE",9.52,"3086.1437"
"2024-09","NEW",23.68,"8878.79516"
"2024-09","NH",21.1,"844.59842"
"2024-09","NJ",16.45,"5774.70122"
"2024-09","NM",9.56,"2672.94891"
"2024-09","NV",11.48,"3828.00311"
"2024-09","NY",20.73,"12185.32703"
"2024-09","OH",11.09,"12586.1377"
"2024-09","OK",10.32,"6271.53562"
"2024-09","OR",10.99,"4690.08846"
"2024-09","PA",12.19,"11365.06196"
"2024-09","PACC",22.93,"34495.62656"
"2024-09","PACN",31.16,"1268.12202"
"2024-09","RI",24.78,"614.39953"
"2024-09","SAT",11.93,"74972.886"
"2024-09","SC",11.3,"7022.53758"
"2024-09","SD",11.14,"1128.48168"
"2024-09","TN",11.04,"9286.55742"
"2024-09","TX",10.1,"46250.93509"
"2024-09","US",13.34,"343070.70554"
"2024-09","UT",11.59,"2851.58039"
"2024-09","VA",10.51,"10999.0547"
"2024-09","VT",18.63,"422.47473"
"2024-09","WA",9.98,"6789.4104"
"2024-09","WI",13.17,"5709.32761"
"2024-09","WNC",11.23,"26473.00296"
"2024-09","WSC",9.97,"66101.06338"
"2024-09","WV",11.29,"2478.00132"
"2024-09","WY",9.54,"1349.50855"
"2024-08","AK",23.12,"471.31606"
"2024-08","AL",12.07,"8824.45645"
"2024-08","AR",9.95,"5047.81596"
"2024-08","AZ",13.33,"10453.58438"
"2024-08","CA",29.07,"25547.24336"
"2024-08","CO",12.8,"5750.04537"
"2024-08","CT",25.62,"2667.78184"
"2024-08","DC",16.47,"1033.7292"
"2024-08","DE",13.36,"1137.6512"
"2024-08","ENC",12.5,"53561.20149"
"2024-08","ESC",11.1,"31276.32668"
"2024-08","FL",12.13,"26336.58537"
"2024-08","GA",12.76,"15341.8026"
"2024-08","HI",37.29,"810.44928"
"2024-08","IA",10.66,"5017.75981"
"2024-08","ID",9.89,"2562.56818"
"2024-08","IL",12.55,"12849.96018"
"2024-08","IN",11.55,"9815.7934"
"2024-08","KS",11.83,"4299.65257"
"2024-08","KY",10.22,"7110.33359"
"2024-08","LA",8.96,"9558.85661"
"2024-08","MA",24.26,"4380.13655"
"2024-08","MAT",17.15,"35103.49946"
"2024-08","MD",15.12,"5716.69236"
"2024-08","ME",18.77,"1040.75029"
"2024-08","MI",14.51,"9536.74812"
"2024-08","MN",13.15,"5832.78594"
"2024-08","MO",12.84,"7729.32614"
"2024-08","MS",10.93,"4945.88629"
"2024-08","MT",10.96,"1339.62144"
"2024-08","MTN",11.89,"32614.89219"
"2024-08","NC",11.5,"13591.21764"
"2024-08","ND",8.02,"2473.25525"
"2024-08","NE",9.71,"3444.03298"
"2024-08","NEW",23.33,"10383.05605"
"2024-08","NH",20.19,"1016.49273"
"2024-08","NJ",17.82,"7648.74873"
"2024-08","NM",9.75,"2988.99662"
"2024-08","NV",11.49,"4517.29611"
"2024-08","NY",21.02,"14125.91057"
"2024-08","OH",11.42,"14887.03787"
"2024-08","OK",9.9,"7641.15164"
"2024-08","OR",11.06,"5221.50729"
"2024-08","PA",12.66,"13328.84015"
"2024-08","PACC",22.93,"38131.43438"
"2024-08","PACN",32.08,"1281.76534"
"2024-08","RI",23.8,"794.06411"
"2024-08","SAT",11.98,"87670.4053"
"2024-08","SC",11.25,"8252.94491"
"2024-08","SD",11.28,"1236.96173"
"2024-08","TN",10.95,"10395.65036"
"2024-08","TX",10.41,"51895.28229"
"2024-08","US",13.48,"394199.46181"
"2024-08","UT",11.11,"3552.27273"
"2024-08","VA",10.13,"13319.67701"
"2024-08","VT",17.92,"483.83054"
"2024-08","WA",10.02,"7362.68373"
"2024-08","WI",13.38,"6471.66194"
"2024-08","WNC",11.57,"30033.77442"
"2024-08","WSC",10.14,"74143.10651"
"2024-08","WV",11.16,"2940.10501"
"2024-08","WY",9.88,"1450.50737"
"2024-07","AK",22.18,"466.30271"
"2024-07","AL",12.16,"8656.89537"
"2024-07","AR",9.98,"5005.66222"
"2024-07","AZ",13.48,"11006.17979"
"2024-07","CA",30.36,"25560.43547"
"2024-07","CO",12.81,"5572.18581"
"2024-07","CT",23.82,"2941.43669"
"2024-07","DC",16.86,"1049.1259"
"2024-07","DE",13.41,"1197.33148"
"2024-07","ENC",12.64,"53199.36585"
"2024-07","ESC",11.09,"31021.73302"
"2024-07","FL",12.22,"26549.4924"
"2024-07","GA",12.62,"15286.51989"
"2024-07","HI",37.24,"778.63609"
"2024-07","IA",10.92,"4923.86771"
"2024-07","ID",9.93,"2940.55109"
"2024-07","IL",12.44,"13007.4507"
"2024-07","IN",11.63,"9365.39689"
"2024-07","KS",12.22,"4231.84802"
"2024-07","KY",10.11,"7195.68216"
"2024-07","LA",9,"9395.62198"
"2024-07","MA",24.16,"4623.56158"
"2024-07","MAT",17.26,"37495.63587"
"2024-07","MD",15,"6247.83932"
"2024-07","ME",18.7,"994.5097"
"2024-07","MI",14.91,"9706.46886"
"2024-07","MN",13.39,"6008.68334"
"2024-07","MO",12.75,"7771.631"
"2024-07","MS",10.9,"4916.48363"
"2024-07","MT",11.32,"1358.90735"
"2024-07","MTN",11.95,"33740.50627"
"2024-07","NC",11.54,"13855.11925"
"2024-07","ND",8.21,"2480.6658"
"2024-07","NE",9.66,"3460.28692"
"2024-07","NEW",22.72,"11059.83613"
"2024-07","NH",19.74,"1142.2436"
"2024-07","NJ",18.02,"8479.3392"
"2024-07","NM",10.1,"2913.70668"
"2024-07","NV",11.64,"4887.55506"
"2024-07","NY",21.27,"14670.0211"
"2024-07","OH",11.54,"14643.30091"
"2024-07","OK",9.85,"7432.39831"
"2024-07","OR",11.21,"5362.52773"
"2024-07","PA",12.72,"14346.27556"
"2024-07","PACC",23.69,"38482.42534"
"2024-07","PACN",31.6,"1244.9388"
"2024-07","RI",22.7,"838.2458"
"2024-07","SAT",12.07,"89538.12789"
"2024-07","SC",11.2,"8792.03432"
"2024-07","SD",11.26,"1211.26186"
"2024-07","TN",10.95,"10252.67187"
"2024-07","TX",10.24,"50168.08933"
"2024-07","US",13.63,"397872.58566"
"2024-07","UT",10.82,"3592.48091"
"2024-07","VA",10.66,"13552.4638"
"2024-07","VT",18,"519.83875"
"2024-07","WA",9.98,"7559.46214"
"2024-07","WI",13.55,"6476.7485"
"2024-07","WNC",11.71,"30088.24465"
"2024-07","WSC",10.02,"72001.77185"
"2024-07","WV",11.13,"3008.20153"
"2024-07","WY",9.4,"1468.93959"
"2024-06","AK",22.64,"456.40796"
"2024-06","AL",12.23,"7980.60256"
"2024-06","AR",9.64,"4486.7543"
"2024-06","AZ",13.33,"9395.32653"
"2024-06","CA",27.66,"20343.95263"
"2024-06","CO",12.8,"5006.50119"
"2024-06","CT",22.02,"2462.38329"
"2024-06","DC",16.55,"901.10527"
"2024-06","DE",13.14,"1045.44211"
"2024-06","ENC",12.56,"49303.07006"
"2024-06","ESC",11.12,"27868.44419"
"2024-06","FL",12.29,"24477.56966"
"2024-06","GA",12.71,"14087.14404"
"2024-06","HI",37.73,"739.27521"
"2024-06","IA",10.63,"4694.25774"
"2024-06","ID",10.36,"2466.39145"
"2024-06","IL",12.82,"12344.6843"
"2024-06","IN",11.44,"8771.40128"
"2024-06","KS",11.71,"4036.7526"
"2024-06","KY",10.16,"6519.15174"
"2024-06","LA",8.71,"8802.5104"
"2024-06","MA",23.19,"4070.48692"
"2024-06","MAT",16.54,"31023.95423"
"2024-06","MD",14.76,"5353.8048"
"2024-06","ME",18.13,"880.67322"
"2024-06","MI",14.89,"8820.8279"
"2024-06","MN",13.17,"5246.52379"
"2024-06","MO",12.6,"7304.46477"
"2024-06","MS",11.08,"4427.19799"
"2024-06","MT",10.83,"1202.35093"
"2024-06","MTN",11.87,"29611.4413"
"2024-06","NC",11.27,"12753.75091"
"2024-06","ND",8.15,"2291.88754"
"2024-06","NE",9.83,"2977.15405"
"2024-06","NEW",21.8,"9426.67742"
"2024-06","NH",19.89,"932.85533"
"2024-06","NJ",17.21,"7194.79401"
"2024-06","NM",9.64,"2690.96518"
"2024-06","NV",12.87,"4186.9901"
"2024-06","NY",20.15,"12066.78678"
"2024-06","OH",11.28,"13520.57609"
"2024-06","OK",9.59,"6774.34687"
"2024-06","OR",11.03,"4587.57054"
"2024-06","PA",12.43,"11762.37344"
"2024-06","PACC",21.54,"31494.80217"
"2024-06","PACN",31.97,"1195.68317"
"2024-06","RI",22.39,"634.30853"
"2024-06","SAT",12.08,"81656.6997"
"2024-06","SC",11.04,"7739.86336"
"2024-06","SD",11.38,"1071.26101"
"2024-06","TN",10.85,"8941.4919"
"2024-06","TX",10.1,"46615.2822"
"2024-06","US",13.14,"355881.96752"
"2024-06","UT",9.58,"3269.35971"
"2024-06","VA",11.05,"12598.2016"
"2024-06","VT",18.31,"445.97014"
"2024-06","WA",9.92,"6563.27901"
"2024-06","WI",13.12,"5845.58049"
"2024-06","WNC",11.53,"27622.3015"
"2024-06","WSC",9.84,"66678.89378"
"2024-06","WV",11.1,"2699.81795"
"2024-06","WY",8.9,"1393.55622"
"2024-05","AK",22.11,"466.01218"
"2024-05","AL",11.39,"7265.72973"
"2024-05","AR",9.06,"3779.62832"
"2024-05","AZ",13.05,"7324.66129"
"2024-05","CA",26.38,"17863.14501"
"2024-05","CO",11.59,"4342.31516"
"2024-05","CT",22.06,"2059.99168"
"2024-05","DC",16.78,"773.76627"
"2024-05","DE",13.19,"815.88157"
"2024-05","ENC",12.17,"43845.82173"
"2024-05","ESC",10.58,"24696.53438"
"2024-05","FL",12.01,"22838.85354"
"2024-05","GA",11.12,"12103.28434"
"2024-05","HI",39.21,"732.38722"
"2024-05","IA",8.89,"4314.97853"
"2024-05","ID",9,"2058.74244"
"2024-05","IL",12.52,"10295.21263"
"2024-05","IN",11.13,"7922.65442"
"2024-05","KS",10.55,"3299.55241"
"2024-05","KY",9.74,"5872.76286"
"2024-05","LA",8.35,"7834.66378"
"2024-05","MA",23.28,"3812.25217"
"2024-05","MAT",15.36,"26624.14028"
"2024-05","MD",14.42,"4456.05652"
"2024-05","ME",17.96,"903.39538"
"2024-05","MI",14.31,"7956.19654"
"2024-05","MN",12.34,"4997.18769"
"2024-05","MO",10.21,"5948.02446"
"2024-05","MS",10.8,"3868.55445"
"2024-05","MT",10.74,"1199.28995"
"2024-05","MTN",11.05,"24662.45316"
"2024-05","NC",11.18,"10927.88524"
"2024-05","ND",7.96,"2359.73975"
"2024-05","NE",8.88,"2642.61259"
"2024-05","NEW",21.84,"8564.07846"
"2024-05","NH",20.07,"806.46665"
"2024-05","NJ",15.89,"5573.67317"
"2024-05","NM",8.96,"2389.02941"
"2024-05","NV",11.46,"3259.90203"
"2024-05","NY",18.47,"10107.8233"
"2024-05","OH",10.98,"12370.86964"
"2024-05","OK",8.16,"5756.14928"
"2024-05","OR",10.99,"4565.01398"
"2024-05","PA",12.22,"10942.64381"
"2024-05","PACC",20.11,"29349.48765"
"2024-05","PACN",32.56,"1198.39939"
"2024-05","RI",22.77,"569.05489"
"2024-05","SAT",11.57,"71764.89307"
"2024-05","SC",10.2,"6914.4425"
"2024-05","SD",10.77,"1001.65021"
"2024-05","TN",10.36,"7689.48735"
"2024-05","TX",9.63,"41321.45798"
"2024-05","US",12.47,"313961.45312"
"2024-05","UT",9.01,"2672.57192"
"2024-05","VA",10.81,"10365.04978"
"2024-05","VT",18.07,"412.91769"
"2024-05","WA",9.92,"6921.32866"
"2024-05","WI",12.63,"5300.88851"
"2024-05","WNC",10.12,"24563.74564"
"2024-05","WSC",9.28,"58691.89936"
"2024-05","WV",11.08,"2569.67331"
"2024-05","WY",8.79,"1415.94097"
"2024-04","AK",22.25,"489.88301"
"2024-04","AL",11.85,"6144.93617"
"2024-04","AR",9.11,"3405.52808"
"2024-04","AZ",12.32,"6014.53417"
"2024-04","CA",25.66,"17553.59016"
"2024-04","CO",11.67,"4106.94771"
"2024-04","CT",24.14,"1927.92945"
"2024-04","DC",16.95,"702.32981"
"2024-04","DE",14.16,"776.07001"
"2024-04","ENC",12.01,"40632.84034"
"2024-04","ESC",10.85,"22152.92178"
"2024-04","FL",12.85,"18203.63003"
"2024-04","GA",10.62,"10659.05334"
"2024-04","HI",40.02,"684.44115"
"2024-04","IA",8.46,"4240.69301"
"2024-04","ID",9.21,"1849.33531"
"2024-04","IL",11.9,"9507.30674"
"2024-04","IN",11.32,"7223.8302"
"2024-04","KS",10.74,"2874.6895"
"2024-04","KY",9.77,"5453.2998"
"2024-04","LA",8.96,"6698.90775"
"2024-04","MA",23.2,"3811.20232"
"2024-04","MAT",15.16,"26154.5768"
"2024-04","MD",14.6,"4049.52309"
"2024-04","ME",18.38,"944.82459"
"2024-04","MI",13.9,"7395.99681"
"2024-04","MN",12.02,"4830.52425"
"2024-04","MO",10.26,"5338.8021"
"2024-04","MS",11.07,"3322.92874"
"2024-04","MT",10.33,"1244.73641"
"2024-04","MTN",10.75,"21998.43504"
"2024-04","NC",11.52,"9697.24333"
"2024-04","ND",7.85,"2343.32948"
"2024-04","NE",8.93,"2516.10006"
"2024-04","NEW",22.28,"8435.66091"
"2024-04","NH",20.11,"802.11558"
"2024-04","NJ",15.35,"5099.87925"
"2024-04","NM",8.66,"2191.57568"
"2024-04","NV",11.34,"2757.2525"
"2024-04","NY",17.99,"10322.54637"
"2024-04","OH",11.16,"11317.83242"
"2024-04","OK",8.22,"4975.84428"
"2024-04","OR",10.96,"4556.17409"
"2024-04","PA",12.35,"10732.15118"
"2024-04","PACC",19.5,"29328.3271"
"2024-04","PACN",32.6,"1174.32416"
"2024-04","RI",22.42,"539.3506"
"2024-04","SAT",11.76,"62423.25543"
"2024-04","SC",10.37,"5989.24615"
"2024-04","SD",10.55,"1062.45039"
"2024-04","TN",10.71,"7231.75707"
"2024-04","TX",9.28,"35669.58662"
"2024-04","US",12.54,"286256.79709"
"2024-04","UT",9.13,"2448.34569"
"2024-04","VA",10.57,"9941.70098"
"2024-04","VT",18.06,"410.23838"
"2024-04","WA",9.92,"7218.56285"
"2024-04","WI",12.33,"5187.87417"
"2024-04","WNC",9.98,"23206.5888"
"2024-04","WSC",9.12,"50749.86672"
"2024-04","WV",10.92,"2404.45869"
"2024-04","WY",8.66,"1385.70759"
"2024-03","AK",23.21,"521.58158"
"2024-03","AL",11.81,"6245.46655"
"2024-03","AR",9.5,"3607.31478"
"2024-03","AZ",11.95,"5760.00771"
"2024-03","CA",25.86,"17729.19839"
"2024-03","CO",11.27,"4494.4941"
"2024-03","CT",23.94,"2088.61481"
"2024-03","DC",16.82,"813.66967"
"2024-03","DE",13.64,"943.87033"
"2024-03","ENC",11.82,"43624.65287"
"2024-03","ESC",11.01,"22948.00439"
"2024-03","FL",12.85,"17932.37855"
"2024-03","GA",10.32,"10668.77976"
"2024-03","HI",39.94,"691.67892"
"2024-03","IA",8.48,"4365.62958"
"2024-03","ID",9.14,"1991.04951"
"2024-03","IL",11.31,"10455.6782"
"2024-03","IN",11.15,"7784.20478"
"2024-03","KS",10.72,"2962.14356"
"2024-03","KY",10,"5734.40868"
"2024-03","LA",9.52,"6329.25376"
"2024-03","MA",23.9,"4128.27799"
"2024-03","MAT",15.29,"27997.24967"
"2024-03","MD",14.93,"4512.36151"
"2024-03","ME",19.78,"959.1138"
"2024-03","MI",13.72,"7879.29564"
"2024-03","MN",11.96,"5304.83138"
"2024-03","MO",10.44,"5668.60235"
"2024-03","MS",10.96,"3416.93094"
"2024-03","MT",10.54,"1317.88557"
"2024-03","MTN",10.59,"22633.90079"
"2024-03","NC",11.95,"9893.21623"
"2024-03","ND",7.88,"2556.37906"
"2024-03","NE",8.73,"2712.91882"
"2024-03","NEW",22.77,"9086.11609"
"2024-03","NH",20.02,"869.10383"
"2024-03","NJ",15.02,"5482.99032"
"2024-03","NM",8.83,"2273.79568"
"2024-03","NV",11.55,"2701.98464"
"2024-03","NY",18.38,"10951.81448"
"2024-03","OH",11.17,"12033.44024"
"2024-03","OK",7.87,"5116.33059"
"2024-03","OR",11.13,"4975.54847"
"2024-03","PA",12.49,"11562.44487"
"2024-03","PACC",19.35,"30680.32709"
"2024-03","PACN",32.74,"1213.26049"
"2024-03","RI",23.17,"584.55127"
"2024-03","SAT",11.82,"64141.32679"
"2024-03","SC",10.46,"6036.23286"
"2024-03","SD",10.49,"1128.68688"
"2024-03","TN",11.14,"7551.19822"
"2024-03","TX",9.13,"35201.34728"
"2024-03","US",12.57,"297278.27618"
"2024-03","UT",9.13,"2597.635"
"2024-03","VA",10.59,"10615.25281"
"2024-03","VT",18.27,"456.45438"
"2024-03","WA",10.02,"7975.58022"
"2024-03","WI",12.43,"5472.03402"
"2024-03","WNC",10,"24699.19163"
"2024-03","WSC",9.07,"50254.2464"
"2024-03","WV",10.95,"2725.56508"
"2024-03","WY",8.75,"1497.04858"
"2024-02","AK",21.02,"552.3428"
"2024-02","AL",11.63,"6682.31962"
