"period","stateid","price","sales"
"2020-01","KY",8.5,"6332.02332"
"2020-01","LA",7.27,"7382.66482"
"2020-01","MA",18.79,"4440.13446"
"2020-01","MAT",12,"31048.61995"
"2020-01","MD",11.53,"5234.70525"
"2020-01","ME",13.83,"1078.92157"
"2020-01","MI",11.52,"8565.98222"
"2020-01","MN",9.77,"5977.32664"
"2020-01","MO",8.71,"6828.60232"
"2020-01","MS",9.25,"3847.39578"
"2020-01","MT",9.15,"1377.90783"
"2020-01","MTN",8.75,"22912.75255"
"2020-01","NC",9.16,"11358.97365"
"2020-01","ND",8.12,"2131.47097"
"2020-01","NE",8.25,"2791.41548"
"2020-01","NEW",18.16,"9967.63105"
"2020-01","NH",17.42,"967.14072"
"2020-01","NJ",12.86,"5965.47536"
"2020-01","NM",8.57,"2095.71084"
"2020-01","NV",8.11,"2817.02856"
"2020-01","NY",13.83,"12200.52008"
"2020-01","OH",9.25,"12607.85841"
"2020-01","OK",7.08,"5171.02589"
"2020-01","OR",8.71,"4677.11758"
"2020-01","PA",9.88,"12882.62451"
"2020-01","PACC",13.24,"34011.58649"
"2020-01","PACN",25.15,"1364.18318"
"2020-01","RI",19.98,"612.21754"
"2020-01","SAT",9.67,"67246.43412"
"2020-01","SC",9.69,"6444.95614"
"2020-01","SD",9.45,"1223.84445"
"2020-01","TN",9.71,"8006.32594"
"2020-01","TX",8.11,"33160.98018"
"2020-01","US",10.22,"315532.78974"
"2020-01","UT",7.7,"2628.69417"
"2020-01","VA",9.3,"10523.21973"
"2020-01","VT",16.1,"490.29409"
"2020-01","WA",8.17,"8772.22198"
"2020-01","WI",10.53,"5967.1564"
"2020-01","WNC",8.98,"26809.66694"
"2020-01","WSC",7.85,"49676.00464"
"2020-01","WV",8.44,"3045.26832"
"2020-01","WY",7.87,"1480.849"
"2021-12","AK",19.93,"584.3587"
"2021-12","AL",7.69,"6628.25214"
"2021-12","AR",8.74,"3733.2482"
"2021-12","AZ",10.38,"5731.19198"
"2021-12","CA",19.41,"20077.35605"
"2021-12","CO",10.94,"4521.59569"
"2021-12","CT",18.14,"2315.92531"
"2021-12","DC",13.76,"823.08885"
"2021-12","DE",10.66,"942.61926"
"2021-12","ENC",10.84,"45249.88655"
"2021-12","ESC",9.28,"24266.3242"
"2021-12","FL",10.8,"18357.68697"
"2021-12","GA",10.21,"10586.97527"
"2021-12","HI",33.44,"756.97425"
"2021-12","IA",8.28,"4501.5107"
"2021-12","ID",8.32,"2144.43696"
"2021-12","IL",10.35,"11039.79341"
"2021-12","IN",10.67,"7987.63419"
"2021-12","KS",10.19,"3101.28995"
"2021-12","KY",9.65,"6062.58059"
"2021-12","LA",9.1,"7228.7581"
"2021-12","MA",20.1,"4013.53301"
"2021-12","MAT",13.2,"29560.67867"
"2021-12","MD",12.57,"4956.60297"
"2021-12","ME",15.15,"1057.60701"
"2021-12","MI",12.84,"8272.20833"
"2021-12","MN",10.69,"5782.36061"
"2021-12","MO",9.15,"6121.46858"
"2021-12","MS",9.61,"3662.31147"
"2021-12","MT",9.64,"1358.76624"
"2021-12","MTN",9.47,"22861.52118"
"2021-12","NC",9.42,"10921.03754"
"2021-12","ND",8.1,"2213.7042"
"2021-12","NE",8.31,"2766.52153"
"2021-12","NEW",18.71,"9383.88902"
"2021-12","NH",18.38,"941.20883"
"2021-12","NJ",13.47,"5735.99622"
"2021-12","NM",9.34,"2106.2741"
"2021-12","NV",8.48,"2868.13516"
"2021-12","NY",15.76,"11610.88195"
"2021-12","OH",10.06,"12075.13122"
"2021-12","OK",8.25,"4933.31468"
"2021-12","OR",9.02,"5247.05517"
"2021-12","PA",10.64,"12213.80051"
"2021-12","PACC",15.15,"33933.58613"
"2021-12","PACN",27.55,"1341.33295"
"2021-12","RI",20.1,"573.03948"
"2021-12","SAT",10.32,"65776.97394"
"2021-12","SC",9.94,"6294.21481"
"2021-12","SD",10.12,"1148.74266"
"2021-12","TN",10.2,"7913.18001"
"2021-12","TX",8.51,"33482.06693"
"2021-12","US",11.03,"307387.1788"
"2021-12","UT",7.95,"2709.05304"
"2021-12","VA",9.77,"10082.36936"
"2021-12","VT",16.77,"482.57538"
"2021-12","WA",8.95,"8609.17491"
"2021-12","WI",10.79,"5875.11939"
"2021-12","WNC",9.33,"25635.59824"
"2021-12","WSC",8.59,"49377.38792"
"2021-12","WV",8.79,"2812.37892"
"2021-12","WY",7.88,"1422.06801"
"2021-11","AK",20.21,"533.55031"
"2021-11","AL",10.39,"6483.34643"
"2021-11","AR",8.84,"3560.0322"
"2021-11","AZ",10.05,"5392.90746"
"2021-11","CA",18.88,"18754.52085"
"2021-11","CO",11,"4231.00519"
"2021-11","CT",17.99,"2095.33719"
"2021-11","DC",14.24,"816.77851"
"2021-11","DE",11.12,"843.27056"
"2021-11","ENC",11.06,"42665.29697"
"2021-11","ESC",10.03,"23146.11529"
"2021-11","FL",11.24,"16615.54538"
"2021-11","GA",10.55,"10390.61878"
"2021-11","HI",31.51,"761.33186"
"2021-11","IA",8.17,"4156.42015"
"2021-11","ID",8.17,"1806.14276"
"2021-11","IL",10.82,"10343.5547"
"2021-11","IN",10.96,"7710.59435"
"2021-11","KS",10.36,"2987.71484"
"2021-11","KY",9.77,"5833.97529"
"2021-11","LA",9.17,"6983.17371"
"2021-11","MA",19.13,"3909.236"
"2021-11","MAT",13.27,"27027.32195"
"2021-11","MD",11.99,"4529.51846"
"2021-11","ME",14.99,"848.86386"
"2021-11","MI",12.88,"7770.55513"
"2021-11","MN",11.14,"5221.36093"
"2021-11","MO",9.32,"5696.0868"
"2021-11","MS",9.78,"3551.01097"
"2021-11","MT",9.47,"1185.96302"
"2021-11","MTN",9.42,"20940.60219"
"2021-11","NC",8.91,"10234.63504"
"2021-11","ND",8.72,"1939.17437"
"2021-11","NE",8.31,"2505.61622"
"2021-11","NEW",18.17,"8650.65071"
"2021-11","NH",17.95,"820.07215"
"2021-11","NJ",13.71,"5268.94705"
"2021-11","NM",9.65,"1937.48109"
"2021-11","NV",8.45,"2627.20541"
"2021-11","NY",15.93,"10667.97101"
"2021-11","OH",10.2,"11481.79023"
"2021-11","OK",8.56,"4676.99042"
"2021-11","OR",9.01,"4316.57444"
"2021-11","PA",10.5,"11090.40389"
"2021-11","PACC",15.08,"30270.43929"
"2021-11","PACN",26.86,"1294.88217"
"2021-11","RI",18.3,"544.13904"
"2021-11","SAT",10.35,"62266.035"
"2021-11","SC",10.79,"5831.21823"
"2021-11","SD",9.99,"1013.8804"
"2021-11","TN",10.03,"7277.7826"
"2021-11","TX",8.86,"32132.00661"
"2021-11","US",11.14,"287133.80021"
"2021-11","UT",7.92,"2454.6564"
"2021-11","VA",9.13,"10272.83152"
"2021-11","VT",16.87,"433.00247"
"2021-11","WA",8.84,"7199.344"
"2021-11","WI",10.9,"5358.80257"
"2021-11","WNC",9.52,"23520.25369"
"2021-11","WSC",8.87,"47352.20294"
"2021-11","WV",9.16,"2731.61853"
"2021-11","WY",7.87,"1305.24086"
"2021-10","AK",20.68,"485.39478"
"2021-10","AL",10.4,"6824.4375"
"2021-10","AR",9.18,"3889.6979"
"2021-10","AZ",10.63,"6092.92113"
"2021-10","CA",19.87,"20641.27103"
"2021-10","CO",11.03,"4409.13974"
"2021-10","CT",18.37,"2042.29956"
"2021-10","DC",13.62,"787.45438"
"2021-10","DE",10.82,"842.72366"
"2021-10","ENC",10.92,"43164.28919"
"2021-10","ESC",9.82,"24111.39101"
"2021-10","FL",10.84,"21325.13161"
"2021-10","GA",10.79,"10860.22543"
"2021-10","HI",31.11,"783.37464"
"2021-10","IA",8.43,"4212.22293"
"2021-10","ID",8.2,"1715.85977"
"2021-10","IL",10.62,"10412.44109"
"2021-10","IN",10.63,"7729.04947"
"2021-10","KS",10.25,"3188.17387"
"2021-10","KY",9.38,"5719.04847"
"2021-10","LA",9.37,"7094.27296"
"2021-10","MA",18.97,"3862.00295"
"2021-10","MAT",13.55,"27349.92779"
"2021-10","MD",12.07,"4211.42199"
"2021-10","ME",14.68,"873.77711"
"2021-10","MI",12.94,"7853.96469"
"2021-10","MN",11.31,"5196.40282"
"2021-10","MO",9.23,"5745.64348"
"2021-10","MS",9.48,"3938.58509"
"2021-10","MT",9.71,"1090.59881"
"2021-10","MTN",9.69,"22048.35675"
"2021-10","NC",9.5,"10254.28094"
"2021-10","ND",8.65,"1776.14965"
"2021-10","NE",8.57,"2452.94055"
"2021-10","NEW",18.13,"8587.90045"
"2021-10","NH",17.66,"819.77025"
"2021-10","NJ",13.63,"5391.64868"
"2021-10","NM",9.54,"2077.88501"
"2021-10","NV",8.47,"2885.38642"
"2021-10","NY",16.94,"10999.90458"
"2021-10","OH",10.04,"11639.55222"
"2021-10","OK",9.46,"5008.51824"
"2021-10","OR",9.07,"4132.69562"
"2021-10","PA",10.11,"10958.37454"
"2021-10","PACC",16.11,"31532.45888"
"2021-10","PACN",27.12,"1268.76942"
"2021-10","RI",18.31,"573.44495"
"2021-10","SAT",10.38,"66973.5985"
"2021-10","SC",10.11,"6507.01437"
"2021-10","SD",10.25,"989.94303"
"2021-10","TN",9.79,"7629.31995"
"2021-10","TX",8.9,"37536.81322"
"2021-10","US",11.24,"302127.47063"
"2021-10","UT",8.3,"2513.78161"
"2021-10","VA",9.31,"9662.18279"
"2021-10","VT",16.98,"416.60565"
"2021-10","WA",8.94,"6758.49223"
"2021-10","WI",10.85,"5529.28172"
"2021-10","WNC",9.61,"23561.47633"
"2021-10","WSC",9.03,"53529.30232"
"2021-10","WV",8.99,"2523.16334"
"2021-10","WY",8.18,"1262.78426"
"2021-09","AK",20.29,"459.58326"
"2021-09","AL",10.62,"7536.51923"
"2021-09","AR",9.58,"4598.59912"
"2021-09","AZ",11.2,"8025.90527"
"2021-09","CA",21.48,"23607.68684"
"2021-09","CO",11.48,"4919.77339"
"2021-09","CT",19.14,"2358.78852"
"2021-09","DC",12.71,"821.75637"
"2021-09","DE",11.07,"985.77988"
"2021-09","ENC",10.8,"45874.98375"
"2021-09","ESC",9.96,"27408.30005"
"2021-09","FL",11.04,"23143.46995"
"2021-09","GA",10.8,"12073.47475"
"2021-09","HI",31.25,"759.98703"
"2021-09","IA",10.37,"4296.93207"
"2021-09","ID",8.13,"1920.42881"
"2021-09","IL",10.13,"11511.2237"
"2021-09","IN",10.59,"8414.68886"
"2021-09","KS",10.53,"3822.39458"
"2021-09","KY",9.34,"6277.00739"
"2021-09","LA",9.41,"7896.16552"
"2021-09","MA",19.77,"4613.4321"
"2021-09","MAT",13.95,"31071.00518"
"2021-09","MD",11.51,"4816.1259"
"2021-09","ME",14.42,"1035.83184"
"2021-09","MI",12.78,"8100.77334"
"2021-09","MN",11.64,"5273.07236"
"2021-09","MO",11.2,"6737.52605"
"2021-09","MS",9.64,"4492.00556"
"2021-09","MT",9.9,"1116.40953"
"2021-09","MTN",10.23,"26055.82105"
"2021-09","NC",9.73,"11890.96562"
"2021-09","ND",9.14,"1719.99336"
"2021-09","NE",9.19,"2727.10011"
"2021-09","NEW",18.67,"9967.26585"
"2021-09","NH",17.72,"901.69051"
"2021-09","NJ",14.03,"6096.95016"
"2021-09","NM",10.47,"2310.96273"
"2021-09","NV",9.23,"3724.74476"
"2021-09","NY",17.47,"12981.07732"
"2021-09","OH",10.04,"12228.55956"
"2021-09","OK",9.54,"6027.73526"
"2021-09","OR",8.94,"4134.20648"
"2021-09","PA",10.1,"11992.9777"
"2021-09","PACC",17.55,"34248.25806"
"2021-09","PACN",27.12,"1219.57029"
"2021-09","RI",18.69,"628.40183"
"2021-09","SAT",10.49,"73574.30212"
"2021-09","SC",10.43,"6955.34702"
"2021-09","SD",10.71,"1055.07639"
"2021-09","TN",10,"9102.76787"
"2021-09","TX",9.11,"42869.90931"
"2021-09","US",11.59,"336444.01047"
"2021-09","UT",8.85,"2801.01746"
"2021-09","VA",9.41,"10387.75191"
"2021-09","VT",16.5,"429.12104"
"2021-09","WA",8.78,"6506.36474"
"2021-09","WI",11.27,"5619.73829"
"2021-09","WNC",10.68,"25632.09492"
"2021-09","WSC",9.22,"61392.40921"
"2021-09","WV",9.06,"2499.63072"
"2021-09","WY",8.27,"1236.5791"
"2021-08","AK",20.13,"459.7656"
"2021-08","AL",10.83,"8514.31719"
"2021-08","AR",9.54,"4952.04007"
"2021-08","AZ",11.22,"9117.93948"
"2021-08","CA",21.28,"26005.66433"
"2021-08","CO",11.62,"5609.94609"
"2021-08","CT",16.91,"2973.4337"
"2021-08","DC",13.28,"1038.11801"
"2021-08","DE",10.37,"1168.27396"
"2021-08","ENC",10.97,"55199.25217"
"2021-08","ESC",10.01,"30489.88324"
"2021-08","FL",10.63,"24617.01449"
"2021-08","GA",11.25,"13992.21303"
"2021-08","HI",30.17,"817.31841"
"2021-08","IA",10.91,"4945.25572"
"2021-08","ID",8.56,"2407.55861"
"2021-08","IL",10.24,"13959.61781"
"2021-08","IN",10.54,"9803.72078"
"2021-08","KS",10.9,"4286.05548"
"2021-08","KY",9.31,"7248.83805"
"2021-08","LA",9.27,"9096.54332"
"2021-08","MA",19.31,"5027.7841"
"2021-08","MAT",13.99,"35768.17089"
"2021-08","MD",11.32,"5989.12858"
"2021-08","ME",13.89,"1017.06372"
"2021-08","MI",13.49,"10135.90628"
"2021-08","MN",11.65,"6236.42221"
"2021-08","MO",11.5,"7913.33249"
"2021-08","MS",9.63,"4825.63668"
"2021-08","MT",9.95,"1313.11246"
"2021-08","MTN",10.29,"29847.52398"
"2021-08","NC",9.5,"13872.63776"
"2021-08","ND",8.97,"1893.56047"
"2021-08","NE",9.1,"3274.92758"
"2021-08","NEW",17.72,"11384.60588"
"2021-08","NH",17,"1068.32764"
"2021-08","NJ",14.7,"8024.53585"
"2021-08","NM",10.69,"2477.86194"
"2021-08","NV",9.24,"4403.41796"
"2021-08","NY",17.32,"13987.32657"
"2021-08","OH",10.03,"14543.17528"
"2021-08","OK",9.28,"6758.49453"
"2021-08","OR",8.97,"4752.60984"
"2021-08","PA",10.18,"13756.30846"
"2021-08","PACC",17.34,"37990.28111"
"2021-08","PACN",26.55,"1277.08402"
"2021-08","RI",17.54,"792.1549"
"2021-08","SAT",10.38,"83843.19588"
"2021-08","SC",10.32,"8098.26604"
"2021-08","SD",10.72,"1214.76828"
"2021-08","TN",10,"9901.09131"
"2021-08","TX",8.99,"44667.90646"
"2021-08","US",11.55,"381039.30375"
"2021-08","UT",8.82,"3192.47808"
"2021-08","VA",9.58,"12157.39153"
"2021-08","VT",16.19,"505.84181"
"2021-08","WA",8.71,"7232.00694"
"2021-08","WI",11.32,"6756.83202"
"2021-08","WNC",10.89,"29764.32223"
"2021-08","WSC",9.1,"65474.98437"
"2021-08","WV",8.83,"2910.15247"
"2021-08","WY",7.98,"1325.20935"
"2021-07","AK",20.21,"453.8613"
"2021-07","AL",10.74,"8211.34062"
"2021-07","AR",9.44,"4731.25606"
"2021-07","AZ",11.51,"9208.129"
"2021-07","CA",20.87,"26068.01914"
"2021-07","CO",11.59,"5625.17595"
"2021-07","CT",19,"2521.69274"
"2021-07","DC",12.62,"1048.07814"
"2021-07","DE",10.15,"1180.76295"
"2021-07","ENC",10.86,"52581.25243"
"2021-07","ESC",9.98,"29428.28065"
"2021-07","FL",10.56,"23857.14557"
"2021-07","GA",11.24,"13649.78123"
"2021-07","HI",30.19,"802.98321"
"2021-07","IA",10.95,"4882.53894"
"2021-07","ID",8.31,"2867.04918"
"2021-07","IL",9.97,"13256.99449"
"2021-07","IN",10.53,"9300.61244"
"2021-07","KS",10.85,"4067.27664"
"2021-07","KY",9.34,"6998.02144"
"2021-07","LA",8.88,"8715.61807"
"2021-07","MA",19.56,"4769.08633"
"2021-07","MAT",13.9,"35224.45688"
"2021-07","MD",11.27,"5980.91567"
"2021-07","ME",13.32,"1005.65946"
"2021-07","MI",13.33,"9515.99781"
"2021-07","MN",11.73,"6293.22451"
"2021-07","MO",11.46,"7648.51453"
"2021-07","MS",9.54,"4679.27131"
"2021-07","MT",10.06,"1360.84915"
"2021-07","MTN",10.35,"31076.99275"
"2021-07","NC",9.56,"13349.02105"
"2021-07","ND",9.19,"1914.15964"
"2021-07","NE",9.36,"3230.73897"
"2021-07","NEW",18.3,"10480.73533"
"2021-07","NH",17.13,"987.67125"
"2021-07","NJ",14.94,"7886.14974"
"2021-07","NM",10.66,"2482.9603"
"2021-07","NV",9.33,"4664.47279"
"2021-07","NY",17.04,"13922.26356"
"2021-07","OH",9.99,"13955.64402"
"2021-07","OK",9.15,"6537.83659"
"2021-07","OR",9,"4818.21603"
"2021-07","PA",10.04,"13416.04359"
"2021-07","PACC",17.1,"38059.01487"
"2021-07","PACN",26.59,"1256.8445"
"2021-07","RI",17.47,"729.60114"
"2021-07","SAT",10.3,"82305.39113"
"2021-07","SC",9.95,"8105.32061"
"2021-07","SD",10.79,"1194.08155"
"2021-07","TN",10.02,"9539.64728"
"2021-07","TX",8.62,"44320.08502"
"2021-07","US",11.45,"373948.29907"
"2021-07","UT",9.04,"3473.06085"
"2021-07","VA",9.46,"12257.64242"
"2021-07","VT",16.2,"467.02442"
"2021-07","WA",8.84,"7172.77971"
"2021-07","WI",11.41,"6552.00367"
"2021-07","WNC",10.94,"29230.53478"
"2021-07","WSC",8.76,"64304.79574"
"2021-07","WV",8.84,"2876.7235"
"2021-07","WY",8.21,"1395.29553"
"2021-06","AK",20.62,"440.16252"
"2021-06","AL",10.56,"7504.19944"
"2021-06","AR",9.15,"4091.86277"
"2021-06","AZ",11.25,"8774.78094"
"2021-06","CA",20.18,"22391.08085"
"2021-06","CO",11.36,"4976.1101"
"2021-06","CT",17.71,"2569.23182"
"2021-06","DC",12.35,"877.85519"
"2021-06","DE",10.2,"1034.4905"
"2021-06","ENC",10.85,"49209.13289"
"2021-06","ESC",9.81,"26441.7828"
"2021-06","FL",10.62,"22220.7054"
"2021-06","GA",10.89,"12314.57548"
"2021-06","HI",29.56,"755.199"
"2021-06","IA",10.43,"4647.25608"
"2021-06","ID",8.37,"2679.48871"
"2021-06","IL",10.03,"12446.82014"
"2021-06","IN",10.39,"8654.22231"
"2021-06","KS",10.87,"3715.82512"
"2021-06","KY",8.91,"6423.3394"
"2021-06","LA",9.07,"8083.10881"
"2021-06","MA",18.63,"4486.88811"
"2021-06","MAT",13.65,"30888.32212"
"2021-06","MD",11.28,"5326.42214"
"2021-06","ME",13.2,"964.07927"
"2021-06","MI",13.25,"9107.46886"
"2021-06","MN",12.13,"5955.14836"
"2021-06","MO",11.44,"6907.2593"
"2021-06","MS",9.61,"4146.30025"
"2021-06","MT",9.45,"1220.19908"
"2021-06","MTN",10.14,"28522.76925"
"2021-06","NC",9.24,"11657.87877"
"2021-06","ND",9.03,"1813.24929"
"2021-06","NE",9.13,"2898.43395"
"2021-06","NEW",17.53,"10123.39471"
"2021-06","NH",17.03,"965.78894"
"2021-06","NJ",14.59,"6917.35129"
"2021-06","NM",10.26,"2312.04311"
"2021-06","NV",9,"4075.64929"
"2021-06","NY",16.7,"12077.34138"
"2021-06","OH",9.96,"12798.33751"
"2021-06","OK",8.84,"5917.21507"
"2021-06","OR",8.93,"4540.09749"
"2021-06","PA",10,"11893.62945"
"2021-06","PACC",16.29,"33911.27893"
"2021-06","PACN",26.27,"1195.36152"
"2021-06","RI",17.09,"688.97813"
"2021-06","SAT",10.16,"73890.15396"
"2021-06","SC",9.96,"7021.87204"
"2021-06","SD",10.84,"1097.74427"
"2021-06","TN",9.94,"8367.9437"
"2021-06","TX",8.53,"39106.08097"
"2021-06","US",11.25,"338415.38015"
"2021-06","UT",8.93,"3189.2117"
"2021-06","VA",9.13,"10820.10109"
"2021-06","VT",16.44,"448.42844"
"2021-06","WA",8.61,"6980.10059"
"2021-06","WI",11.45,"6202.28407"
"2021-06","WNC",10.91,"27034.91635"
"2021-06","WSC",8.68,"57198.26762"
"2021-06","WV",8.76,"2616.25336"
"2021-06","WY",8.62,"1295.28631"
"2021-05","AK",20.12,"461.04936"
"2021-05","AL",10.15,"6590.69643"
"2021-05","AR",8.33,"3534.74677"
"2021-05","AZ",11.17,"6841.8742"
"2021-05","CA",18.6,"18604.99369"
"2021-05","CO",10.39,"4426.35036"
"2021-05","CT",17.6,"2012.43219"
"2021-05","DC",12.52,"804.25998"
"2021-05","DE",10.55,"842.08883"
"2021-05","ENC",10.51,"42390.37151"
"2021-05","ESC",9.49,"22931.58235"
"2021-05","FL",10.51,"20358.42362"
"2021-05","GA",10.28,"10677.2883"
"2021-05","HI",29.21,"753.35632"
"2021-05","IA",8.61,"4015.89318"
"2021-05","ID",7.83,"2047.61513"
"2021-05","IL",10.11,"10123.05183"
"2021-05","IN",10.06,"7781.61876"
"2021-05","KS",10.54,"3018.37997"
"2021-05","KY",8.77,"5621.8623"
"2021-05","LA",9,"7069.89139"
"2021-05","MA",18.16,"3667.64854"
"2021-05","MAT",12.75,"26076.10373"
"2021-05","MD",11.07,"4282.45855"
"2021-05","ME",13.11,"857.37274"
"2021-05","MI",12.86,"7758.75573"
"2021-05","MN",10.85,"5115.38567"
"2021-05","MO",9.26,"5475.87487"
"2021-05","MS",9.39,"3613.48841"
"2021-05","MT",9.2,"1103.19777"
"2021-05","MTN",9.52,"23407.99641"
"2021-05","NC",9.07,"10041.18517"
"2021-05","ND",8.68,"1737.45607"
"2021-05","NE",8.55,"2373.0778"
"2021-05","NEW",17.22,"8287.31819"
"2021-05","NH",16.98,"801.77943"
"2021-05","NJ",13.84,"5468.59228"
"2021-05","NM",9.29,"2014.57401"
"2021-05","NV",7.78,"3193.20716"
"2021-05","NY",15.67,"10004.43587"
"2021-05","OH",9.42,"11414.20998"
"2021-05","OK",7.74,"4866.73354"
"2021-05","OR",8.79,"4151.96772"
"2021-05","PA",9.43,"10603.07558"
"2021-05","PACC",14.98,"29234.7606"
"2021-05","PACN",25.76,"1214.40568"
"2021-05","RI",17.11,"540.08731"
"2021-05","SAT",9.88,"65076.21279"
"2021-05","SC",9.43,"6258.06813"
"2021-05","SD",10.69,"946.46966"
"2021-05","TN",9.5,"7105.53521"
"2021-05","TX",8.35,"33287.94181"
"2021-05","US",10.69,"290060.60198"
"2021-05","UT",7.95,"2542.77507"
"2021-05","VA",8.67,"9303.58609"
"2021-05","VT",16.18,"407.99797"
"2021-05","WA",8.53,"6477.79919"
"2021-05","WI",10.82,"5312.73521"
"2021-05","WNC",9.61,"22682.53721"
"2021-05","WSC",8.38,"48759.31351"
"2021-05","WV",8.79,"2508.85413"
"2021-05","WY",8.37,"1238.40271"
"2021-04","AK",19.79,"484.94142"
"2021-04","AL",10.15,"6161.02403"
"2021-04","AR",8.19,"3417.29954"
"2021-04","AZ",10.24,"5782.4182"
"2021-04","CA",19.05,"15304.45053"
"2021-04","CO",10.25,"4236.40758"
"2021-04","CT",18.78,"1922.72691"
"2021-04","DC",12.19,"687.94215"
"2021-04","DE",10.37,"802.78775"
"2021-04","ENC",10.37,"39832.56633"
"2021-04","ESC",9.56,"22050.36854"
"2021-04","FL",10.35,"18002.29822"
"2021-04","GA",9.71,"9741.46193"
"2021-04","HI",29.09,"691.56635"
"2021-04","IA",7.98,"3919.64295"
"2021-04","ID",7.79,"1856.21143"
"2021-04","IL",9.95,"9391.61796"
"2021-04","IN",9.89,"7327.32515"
"2021-04","KS",10.46,"2720.3422"
"2021-04","KY",8.85,"5381.81089"
"2021-04","LA",8.31,"6822.43585"
"2021-04","MA",18.38,"3721.45137"
"2021-04","MAT",12.27,"25543.96102"
"2021-04","MD",11.1,"3943.61536"
"2021-04","ME",13.29,"966.96204"
"2021-04","MI",12.58,"7245.52495"
"2021-04","MN",10.75,"4907.83656"
"2021-04","MO",9.1,"5329.07651"
"2021-04","MS",9.32,"3412.49366"
"2021-04","MT",9.06,"1190.59716"
"2021-04","MTN",9.21,"21191.10222"
"2021-04","NC",8.99,"9730.68042"
"2021-04","ND",8.46,"1804.71015"
"2021-04","NE",9.22,"2263.17659"
"2021-04","NEW",17.69,"8324.49954"
"2021-04","NH",17.34,"788.93904"
"2021-04","NJ",13.56,"4950.40186"
"2021-04","NM",9.19,"1866.86209"
"2021-04","NV",8.01,"2703.56922"
"2021-04","NY",14.54,"10225.39278"
"2021-04","OH",9.45,"10773.25825"
"2021-04","OK",7.8,"4494.0159"
"2021-04","OR",8.86,"4125.7256"
"2021-04","PA",9.42,"10368.16637"
"2021-04","PACC",14.7,"26435.92206"
"2021-04","PACN",25.26,"1176.50777"
"2021-04","RI",18.51,"520.43711"
"2021-04","SAT",9.61,"59745.81565"
"2021-04","SC",9.42,"5750.95086"
"2021-04","SD",10,"986.04433"
"2021-04","TN",9.71,"7095.03996"
"2021-04","TX",9.48,"31813.37267"
"2021-04","US",10.63,"272778.6964"
"2021-04","UT",7.99,"2308.89127"
"2021-04","VA",8.08,"8627.6678"
"2021-04","VT",16.16,"403.98308"
"2021-04","WA",8.64,"7005.74593"
"2021-04","WI",10.66,"5094.84003"
"2021-04","WNC",9.44,"21930.82929"
"2021-04","WSC",9.05,"46547.12397"
"2021-04","WV",8.69,"2458.41117"
"2021-04","WY",8.01,"1246.14527"
"2021-03","AK",19.66,"544.33555"
"2021-03","AL",10.03,"6634.89267"
"2021-03","AR",8.53,"3837.47948"
"2021-03","AZ",9.84,"5390.50345"
"2021-03","CA",17.94,"21151.14217"
"2021-03","CO",10.18,"4457.2121"
"2021-03","CT",19.09,"2165.24905"
"2021-03","DC",12.17,"748.9282"
"2021-03","DE",10.39,"900.24147"
"2021-03","ENC",10.41,"43387.34313"
"2021-03","ESC",9.37,"24192.79218"
"2021-03","FL",10.32,"17989.94643"
"2021-03","GA",9.5,"10418.33042"
"2021-03","HI",29.87,"704.36884"
"2021-03","IA",7.87,"4302.40581"
"2021-03","ID",8.01,"1846.08901"
"2021-03","IL",10.14,"10395.07234"
"2021-03","IN",9.97,"7916.35964"
"2021-03","KS",10.32,"2939.57982"
"2021-03","KY",8.62,"5839.9648"
"2021-03","LA",8.24,"6960.76089"
"2021-03","MA",18.85,"4005.51515"
"2021-03","MAT",12.46,"28510.47315"
"2021-03","MD",11.22,"4611.308"
"2021-03","ME",13.66,"998.57418"
"2021-03","MI",12.51,"7859.75438"
"2021-03","MN",10.3,"5466.05"
"2021-03","MO",8.83,"5902.20879"
"2021-03","MS",9.33,"3755.19316"
"2021-03","MT",9.31,"1291.63756"
"2021-03","MTN",9.13,"21331.19578"
"2021-03","NC",9.38,"10052.07293"
"2021-03","ND",8.43,"1942.76854"
"2021-03","NE",8.55,"2532.49697"
"2021-03","NEW",18.04,"9119.57707"
"2021-03","NH",17.07,"898.94123"
"2021-03","NJ",13.42,"5666.37703"
"2021-03","NM",9.45,"1902.80821"
"2021-03","NV",7.83,"2644.86821"
"2021-03","NY",15.03,"11097.66809"
"2021-03","OH",9.4,"11642.32881"
"2021-03","OK",6.37,"4697.38223"
"2021-03","OR",8.91,"4628.56326"
"2021-03","PA",9.56,"11746.42802"
"2021-03","PACC",14.5,"33935.25634"
"2021-03","PACN",25.42,"1248.7044"
"2021-03","RI",19.07,"593.9898"
"2021-03","SAT",9.84,"62880.29976"
"2021-03","SC",9.95,"5776.71151"
"2021-03","SD",9.89,"1084.13227"
"2021-03","TN",9.39,"7962.74155"
"2021-03","TX",10.44,"31074.09513"
"2021-03","US",10.84,"295345.00171"
"2021-03","UT",8,"2449.61395"
"2021-03","VA",9.06,"9632.07672"
"2021-03","VT",16.02,"457.30766"
"2021-03","WA",8.76,"8155.55091"
"2021-03","WI",10.69,"5573.82795"
"2021-03","WNC",9.16,"24169.64219"
"2021-03","WSC",9.54,"46569.71773"
"2021-03","WV",9,"2750.68409"
"2021-03","WY",8.31,"1348.46329"
"2021-02","AK",19.81,"520.82789"
"2021-02","AL",10.42,"6936.70306"
